steps	episodes	elapsed	mean	median	stdev	max	min	average_q1	average_q2	average_q_func1_loss	average_q_func2_loss	n_updates	average_entropy	temperature
50000	758	1178.101420879364	304.6168516201417	296.3129263211499	175.70742797350516	591.5299827819546	35.199964860356964	127.09566	127.405136	7.148948006629944	7.375883893966675	40001	-5.8102665	0.043730612844228745
100000	1015	2669.9914090633392	954.5149842566675	1051.8242220256632	382.7549860447318	1395.9735265989864	409.4327836097017	135.42828	135.63644	9.445901474952699	9.80642997264862	90001	-6.057171	0.05795443058013916
150000	1195	4205.645013093948	1057.247956934057	875.7940899117559	579.1333668293123	2251.4455535382403	226.65971223903992	167.38092	166.45306	10.311878347396851	10.797077870368957	140001	-5.8838487	0.07080654799938202
200000	1329	5762.463972568512	1721.1854659428677	1666.4597690276746	1043.517979615566	3388.2380623027825	642.0643181942344	187.64139	187.65427	11.979471011161804	11.764507017135621	190001	-5.544963	0.07055951654911041
250000	1405	7347.491286277771	1216.6137308611455	1006.21483770694	878.4605223308071	3387.5776302921904	195.0542821931041	208.92674	208.98262	12.029294710159302	12.377827157974243	240001	-6.5728016	0.07174178212881088
300000	1485	8940.47285413742	1719.987447119148	1166.1635858951825	1763.9167890115523	3669.1380349715946	45.43745337726394	225.47054	225.04782	12.472174816131592	12.230447969436646	290001	-6.090807	0.0725940614938736
350000	1553	10555.945091724396	3448.423294984894	3872.3145740476793	975.2965077693971	3949.652638823098	1096.2432409582332	242.45038	242.4703	12.681605548858643	12.584340896606445	340001	-6.2852483	0.07560709863901138
400000	1630	12088.665760278702	1291.1321615171555	274.0111810355869	1663.6034137548743	4194.822177609276	262.0083044657212	256.14932	256.47354	12.868021121025086	13.42614444732666	390001	-6.336496	0.07781099528074265
450000	1690	13560.916462182999	4106.026885544438	4144.447088400437	202.22237357084438	4315.280661985287	3631.4292056590903	269.6968	269.34525	11.54643491744995	12.075569581985473	440001	-5.9922414	0.07773982733488083
500000	1750	15052.01855134964	4250.833839823896	4248.173020693052	58.0581596702405	4365.357501532395	4181.430252895961	275.1425	275.02	12.679299263954162	12.503239221572876	490001	-5.8083777	0.0764528438448906
550000	1805	16562.527229309082	3197.3656419508634	3352.9421130408564	1225.305883327609	4432.436262294596	1550.1454683190623	288.26874	288.37326	11.657994394302369	11.794766159057618	540001	-5.829456	0.07609755545854568
600000	1865	18085.19039130211	4266.342995378665	4279.32195547189	44.405063025334115	4312.233712856814	4170.845060286668	295.97974	295.74326	10.155073256492615	10.296307921409607	590001	-5.910829	0.07368165254592896
650000	1919	19607.941299200058	4301.337108844121	4319.544277691655	72.46274643949008	4392.913796167509	4199.879391723424	299.30344	299.29126	10.549526753425598	10.809186916351319	640001	-6.0684	0.07248616218566895
700000	1973	21135.933013916016	4402.358313029877	4381.50874894814	50.44543227583376	4466.864178641525	4340.8776759318	310.57385	310.90076	10.619819507598876	11.056927962303162	690001	-5.9362636	0.0720570981502533
750000	2027	22647.722723960876	4450.713040730363	4432.689559566123	69.31114313460745	4564.62813477914	4351.254053399237	316.49274	316.4856	9.723214926719665	9.86610505104065	740001	-5.9480457	0.07211560010910034
800000	2080	24145.376466035843	482.33778829416434	453.3715902875042	79.45622006299276	642.92507328069	378.6442349212908	323.26102	323.26797	9.393254652023316	8.834559471607209	790001	-6.2744412	0.06801711767911911
850000	2132	25655.720811128616	4497.92738654601	4480.654591115383	74.60579789609174	4667.477599601895	4413.600692082094	330.9567	331.02145	9.19342348575592	8.899198594093322	840001	-5.8577237	0.0704178735613823
900000	2184	27168.784111261368	4452.169427285429	4514.288689257235	116.61006502256255	4584.535875668244	4243.021106812647	333.52747	333.55267	8.418857846260071	8.354965007305145	890001	-5.728134	0.06735968589782715
950000	2238	28692.745084762573	3149.6459271356744	4306.410562651783	1867.2900498894676	4442.992457941705	319.7905262277525	336.76395	337.20157	9.678452954292297	9.675134363174438	940001	-6.0507193	0.06795597076416016
1000000	2292	30208.24898481369	4457.733282836231	4595.845968392045	419.85863065534045	4677.238860988997	3271.4130314061194	342.29834	342.38565	8.367752392292022	8.479801750183105	990001	-6.0390873	0.06558577716350555
