steps	episodes	elapsed	mean	median	stdev	max	min	average_q1	average_q2	average_q_func1_loss	average_q_func2_loss	n_updates	average_entropy	temperature
50000	50	1131.484558582306	4874.751378010247	4886.650266762665	121.16138364725519	5109.006940688701	4651.579628957701	203.99326	204.12088	3.2492342233657836	3.441907832622528	40001	-6.1497717	0.07835210859775543
100000	100	2589.4249765872955	8399.574898568131	8394.210779295041	145.13618914495498	8600.635108907385	8224.886237439887	396.41345	396.0034	10.007081985473633	10.070506558418273	90001	-6.011245	0.17855897545814514
150000	150	4093.3852999210358	9075.291247957546	9084.867133056137	51.47835080279779	9150.938315677096	9011.023738464504	491.3816	490.9498	12.441153926849365	11.714470434188843	140001	-6.130548	0.22626693546772003
200000	200	5614.155096530914	10135.578445746614	10148.483044618497	75.8491263425001	10238.236881261857	9988.979444600669	582.04065	582.112	11.541748876571654	11.719848327636718	190001	-6.216612	0.2658880054950714
250000	250	7225.120223999023	10514.382960885272	10502.650830747145	115.54706060775186	10688.253111217731	10306.560240029192	665.0512	665.0768	13.61131763458252	13.164434323310852	240001	-6.39928	0.27624988555908203
300000	300	8753.03755068779	10428.543958464503	10933.601187853768	1612.8799681453843	11105.945243827435	5851.341878569147	710.695	711.2072	16.553698778152466	17.182406935691834	290001	-6.07182	0.28730472922325134
350000	350	10307.72755241394	10997.791816497376	11396.147532517909	1216.251530654841	11658.518623388649	7561.274450586465	741.14185	741.2042	27.055162343978882	26.285589084625244	340001	-6.007671	0.2916696071624756
400000	400	11895.877964019775	11242.821120549726	11594.109360733582	1139.4740824217756	11730.145369198883	8006.6891371124875	779.3478	779.1109	28.117060108184816	30.06628762245178	390001	-5.7340055	0.2897729277610779
450000	450	13502.173545598984	11667.373661398899	11639.400036634888	151.7664516853471	11990.192673339126	11462.02809085432	799.12836	798.74036	16.73738732814789	16.73090880870819	440001	-6.3703465	0.2948160171508789
500000	500	15104.933876037598	10856.826112010744	11664.824302172068	2585.5816638137912	12012.305732101928	3516.164357009551	814.0879	814.3254	15.39174976348877	15.290806832313537	490001	-5.7284565	0.29376015067100525
550000	550	16696.656376838684	11484.948785236082	11480.816390300275	74.87110809589045	11605.316395969996	11354.693326240735	827.31256	827.16095	13.694914984703065	13.612164330482482	540001	-5.719918	0.2846221327781677
600000	600	18292.423198461533	12153.096877289463	12173.778395764402	133.48307480662532	12329.725123336411	11850.423989908088	852.29266	852.13196	13.48534384727478	13.427984046936036	590001	-6.3670206	0.2897792458534241
650000	650	19915.152259111404	11897.617691574513	11882.563285791748	86.23692987427691	12069.63120855252	11797.361145456205	884.4169	884.61096	13.376007804870605	13.13432949066162	640001	-5.9669666	0.285334050655365
700000	700	21540.72635602951	12025.797735230544	12024.258797000064	85.38224350613811	12163.7431757189	11843.163305155907	874.4122	874.3013	18.019010939598083	17.425625042915343	690001	-6.108238	0.28993120789527893
750000	750	23174.88258743286	12263.480793512508	12276.22612215899	199.87720011372272	12614.264698220946	11879.960869636734	881.27576	881.3514	17.024106340408323	15.351957893371582	740001	-5.9788632	0.28613898158073425
800000	800	24824.63976073265	12366.412600993466	12420.525615772396	143.82381275005784	12486.281991717371	12025.778641636864	911.8657	911.9524	14.570044260025025	15.402244906425477	790001	-6.2701902	0.2690076231956482
850000	850	26445.873422145844	12310.299743676018	12288.141068841915	122.02543059261285	12483.72635531303	12150.507138717408	915.16846	915.2252	20.929744787216187	22.045558481216432	840001	-5.5813212	0.285624235868454
900000	900	28086.713066339493	12646.944621518369	12692.79330080578	141.3987042803115	12866.671544489589	12454.474052944934	931.5505	931.06616	22.057955689430237	23.9817249584198	890001	-5.726935	0.27857986092567444
950000	950	29718.742315769196	12226.0614261583	12196.788689914883	89.5360536867399	12431.745338998277	12109.681094102332	931.5801	931.5354	20.314542016983033	27.001346745491027	940001	-5.9132795	0.2872522473335266
1000000	1000	31338.086745500565	12761.629900280823	12721.949507180172	186.72331158844767	13128.813171126389	12534.341239410825	940.04236	940.0236	19.122185769081117	20.783173213005067	990001	-6.270669	0.27724021673202515
