steps	episodes	elapsed	mean	median	stdev	max	min	average_q1	average_q2	average_q_func1_loss	average_q_func2_loss	n_updates	average_entropy	temperature
50000	716	1119.1920025348663	316.3815380723348	318.1036940957745	73.65338359839649	425.57549048719335	198.3924494711563	129.02258	128.99103	8.265615391731263	8.142107934951783	40001	-6.066659	0.04466938599944115
100000	978	2503.7436995506287	363.16758472219277	346.32782037672445	120.85067694154756	673.9740239212688	230.5491160345914	135.35744	135.25331	8.856560797691346	9.643201222419739	90001	-5.9696274	0.05113780125975609
150000	1129	3871.0798902511597	1256.2680970329068	650.7931218063961	1269.1076599758085	3285.055692006359	228.2088116889086	173.73914	173.78879	15.77771213531494	15.221560068130493	140001	-6.0373974	0.07349809259176254
200000	1228	5245.14022731781	3050.7637824332965	4227.86598489578	1777.5583396702384	4586.100887722727	120.83325637690652	232.74518	233.60997	23.36108742713928	22.770844354629517	190001	-6.1046295	0.08226677775382996
250000	1305	6622.564165353775	1593.0114305981524	103.99441314423169	2339.5601604933195	5198.47696039393	91.38842148337984	282.36774	282.66003	20.02386019706726	22.90328508377075	240001	-5.803776	0.09224264323711395
300000	1380	8006.508701324463	5058.245016142392	5118.374104583999	309.7590103101951	5422.497806709146	4434.295119108693	309.30988	309.17645	25.33059013366699	23.855119228363037	290001	-5.634415	0.0928514152765274
350000	1450	9415.886320352554	5295.204110053134	5663.16196550579	903.8168806908225	5825.6479577794535	2796.574333104328	329.90854	329.5452	20.04874387741089	20.359821243286135	340001	-5.8365254	0.10293664038181305
400000	1517	10794.424535512924	5410.783129642816	5448.660908466595	151.39386576699883	5575.865051477512	5148.447403644843	352.12225	352.4339	24.11397891998291	23.229137287139892	390001	-5.5822687	0.09659580886363983
450000	1577	12183.343725442886	3691.462342028014	5055.742009738029	2365.6587031249474	5327.028925477377	263.3755395447166	367.19785	366.45682	22.252195177078246	24.10156312942505	440001	-5.767415	0.09980618208646774
500000	1634	13561.736479759216	4952.9360765696865	5178.470742137327	742.1207540474242	5321.130693198348	2855.0702182139353	386.89816	387.18692	18.378684549331666	18.642658858299257	490001	-5.825856	0.09139018505811691
550000	1690	14926.458456039429	4152.25735655272	5610.95122034423	2496.4391220927264	5964.243972715594	486.48756942737765	398.14694	398.25208	18.156131296157838	17.31211832046509	540001	-5.853336	0.0929270014166832
600000	1745	16320.245216608047	5526.239752924567	5521.2673932015205	36.046240360993345	5591.951941416305	5471.332243699823	410.23105	410.49646	21.79007516860962	25.543929977416994	590001	-6.1348457	0.09355975687503815
650000	1797	17762.94145846367	5028.00077465791	5586.422644653569	1704.1501458422867	5796.249849152319	210.0510599476647	413.98315	414.2033	25.376418313980103	23.386102304458618	640001	-6.704119	0.09112299978733063
700000	1852	19194.141431331635	5432.305304711156	5475.091348160584	167.6544207911363	5639.467391078968	5061.256020990767	427.67957	427.49112	20.666131315231322	20.69245276451111	690001	-6.3831954	0.08766262233257294
750000	1908	20635.722106695175	5612.151454387838	5656.4256602045525	139.89922531699892	5749.478539266357	5360.885386735164	425.0322	425.4106	21.463966755867006	24.490726413726808	740001	-6.343136	0.08885267376899719
800000	1961	22067.049352407455	5595.9059960408185	5611.918520057094	54.385820226415895	5678.051230052891	5479.002848276594	436.94287	436.69092	15.925735082626343	17.09938852310181	790001	-6.07407	0.0901443287730217
850000	2017	23688.43007659912	4532.133191081897	5594.647513768519	2315.144692299716	5748.3314430792025	134.22506676628828	435.86105	435.68192	15.640100202560426	14.879916634559631	840001	-5.774707	0.08800972998142242
900000	2070	25355.01781797409	5740.942319615658	5731.215005781728	47.83030411064705	5842.259247946824	5689.931976208479	446.5901	446.54257	17.05116410255432	18.43513168811798	890001	-6.120506	0.08830519020557404
950000	2123	27049.47842311859	5718.315986487256	5727.35612873798	36.337512322507756	5774.9398897247875	5659.083799561999	454.8471	454.48245	14.40645119190216	13.415980653762817	940001	-5.4325414	0.08567578345537186
1000000	2173	28741.052011728287	5364.500443605962	5913.369269510142	1318.0248721613816	6066.252608009698	1936.1645738421976	456.6163	456.62637	12.235931448936462	12.714590811729432	990001	-5.6213326	0.07812327146530151
