steps	episodes	elapsed	mean	median	stdev	max	min	average_q1	average_q2	average_q_func1_loss	average_q_func2_loss	n_updates	average_entropy	temperature
50000	50	1012.5620019435883	5323.347262785501	5316.596590022338	92.76896749591684	5459.3965324511855	5216.243933208861	209.76984	209.63696	2.986067337989807	3.0584072422981263	40001	-6.496593	0.09557043015956879
100000	100	2244.4010899066925	7595.575633281527	7602.977043517112	54.01055182222371	7699.209406249995	7520.702418082986	395.56927	395.63834	5.808206679821015	6.2469763803482055	90001	-6.1686335	0.16693150997161865
150000	150	3472.902391433716	8693.403273400958	8669.73499067865	116.88036524148019	8881.73680238392	8524.851308509742	512.01776	512.1346	9.205307683944703	8.418317589759827	140001	-5.6548147	0.20299459993839264
200000	200	4726.6487464904785	9242.0899972282	9267.945983867081	151.33854803817326	9447.735061019188	8950.849492427984	592.0594	591.9191	9.784132127761842	9.468978652954101	190001	-6.3391633	0.22284506261348724
250000	250	5956.92168879509	9718.753114470412	9683.383780234484	142.93572647374003	9991.45514951907	9517.36511253857	653.3062	653.4109	9.058492784500123	9.629481587409973	240001	-6.321706	0.22868987917900085
300000	300	7218.6003403663635	10336.788541295467	10357.804584788395	88.09793705722237	10459.157631469036	10205.484660004304	695.752	695.6571	9.3535036611557	9.793532152175903	290001	-5.925121	0.24376606941223145
350000	350	8466.961427688599	10847.166254238155	10814.316191347385	100.00082698538579	11049.631811226101	10753.079514231604	734.98425	735.1852	12.06037398815155	12.13582537651062	340001	-6.0151653	0.2542736232280731
400000	400	9719.061581850052	10600.773509987725	10567.352285149493	237.13914523892805	10912.121597862355	10326.932817380488	756.69324	756.9365	12.597132849693299	13.935414071083068	390001	-5.8647575	0.26092827320098877
450000	450	10951.376606941223	11172.553693512706	11137.346116739227	140.77845983652094	11407.59733675994	10967.716571017148	782.98785	783.22675	13.570234127044678	13.5828022813797	440001	-5.9873633	0.27400118112564087
500000	500	12199.761682271957	11139.131380670078	11157.006741080157	200.42700731819295	11514.489378453787	10745.109309395499	806.0255	805.9494	12.30126238822937	12.951459255218506	490001	-5.960769	0.27199965715408325
550000	550	13445.242290973663	11344.06981977689	11475.821499066395	261.7360546479732	11561.223937913299	10866.764102136352	818.7343	818.6581	13.218877749443054	13.4468434715271	540001	-5.9677577	0.27437201142311096
600000	600	14692.84266448021	11459.150182507345	11441.454770557042	98.20585600080663	11620.806575449626	11320.517633280093	842.5325	842.474	13.471515946388244	13.673613882064819	590001	-6.0973535	0.2789524495601654
650000	650	15941.655007362366	12017.63380000169	11985.07969606694	119.86955636347889	12185.495212281176	11791.894512873261	845.69714	845.49786	13.870288853645325	14.041896018981934	640001	-5.9356766	0.29314830899238586
700000	700	17202.641081809998	11638.623018241116	11664.161198095328	175.14753879959582	11871.436233263958	11316.484536782466	864.41724	864.2804	15.224620628356934	14.661798763275147	690001	-6.200652	0.29007554054260254
750000	750	18463.90279197693	12279.995666986437	12278.018374415311	26.52781352863334	12314.717411522455	12227.366631220639	859.917	859.923	15.467915153503418	15.870957345962525	740001	-5.8917375	0.30361664295196533
800000	800	19714.24790263176	11947.165390382776	11972.879651099636	115.58461572669697	12090.039044495912	11703.81551326247	885.0828	885.0693	15.948774900436401	15.161889958381654	790001	-6.0637674	0.30152392387390137
850000	850	20980.501207590103	12797.771357602871	12764.164625317953	151.1762813939136	13001.248509431854	12581.155114037963	886.7512	886.28125	17.17852460861206	17.060761852264406	840001	-5.8109117	0.31855735182762146
900000	900	22231.29438996315	12904.221703499172	12914.038865871375	96.60651456105568	13040.725673796956	12714.041948926706	889.06964	889.0351	17.503603925704954	17.4631081199646	890001	-5.902514	0.3286709487438202
950000	950	23504.804961681366	12614.203642935878	12589.916792886099	80.78929149938006	12762.307611750855	12502.655431465375	908.7204	909.14813	18.65475124359131	19.163773345947266	940001	-5.967168	0.33580482006073
1000000	1000	24768.64990091324	12188.304482717229	12161.298287584646	101.38602652037873	12448.10233532295	12109.184805640893	908.39764	907.95734	16.98008665084839	17.415128717422487	990001	-6.1101594	0.35051509737968445
